Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3102,Nutrient nitrogen N (total),2015,2015,t,2022248,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3102,Nutrient nitrogen N (total),2015,2015,t,502520.84,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3102,Nutrient nitrogen N (total),2015,2015,t,2002628.37,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3102,Nutrient nitrogen N (total),2015,2015,t,241368,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2015,2015,kg/ha,111.74,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3102,Nutrient nitrogen N (total),2015,2015,kg/cap,14.11,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3102,Nutrient nitrogen N (total),2016,2016,t,2166163,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3102,Nutrient nitrogen N (total),2016,2016,t,489714.54,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3102,Nutrient nitrogen N (total),2016,2016,t,2236811.98,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3102,Nutrient nitrogen N (total),2016,2016,t,224076,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2016,2016,kg/ha,105.1,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3102,Nutrient nitrogen N (total),2016,2016,kg/cap,13.02,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3102,Nutrient nitrogen N (total),2017,2017,t,1683800,X,Figure from international organizations
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3102,Nutrient nitrogen N (total),2017,2017,t,440511.58,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3102,Nutrient nitrogen N (total),2017,2017,t,2168681.48,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3102,Nutrient nitrogen N (total),2017,2017,t,224363,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2017,2017,kg/ha,104.35,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3102,Nutrient nitrogen N (total),2017,2017,kg/cap,12.96,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3102,Nutrient nitrogen N (total),2018,2018,t,1553000,X,Figure from international organizations
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3102,Nutrient nitrogen N (total),2018,2018,t,401963.57,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3102,Nutrient nitrogen N (total),2018,2018,t,1963663.02,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3102,Nutrient nitrogen N (total),2018,2018,t,208797,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2018,2018,kg/ha,98.58,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3102,Nutrient nitrogen N (total),2018,2018,kg/cap,11.99,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3102,Nutrient nitrogen N (total),2019,2019,t,1618400,X,Figure from international organizations
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3102,Nutrient nitrogen N (total),2019,2019,t,413595.38,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3102,Nutrient nitrogen N (total),2019,2019,t,2088769.17,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3102,Nutrient nitrogen N (total),2019,2019,t,209112,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2019,2019,kg/ha,99.69,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3102,Nutrient nitrogen N (total),2019,2019,kg/cap,11.92,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3102,Nutrient nitrogen N (total),2020,2020,t,1632900,X,Figure from international organizations
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3102,Nutrient nitrogen N (total),2020,2020,t,403350.86,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3102,Nutrient nitrogen N (total),2020,2020,t,2007642.34,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3102,Nutrient nitrogen N (total),2020,2020,t,211802,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2020,2020,kg/ha,101.63,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3102,Nutrient nitrogen N (total),2020,2020,kg/cap,12.01,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3102,Nutrient nitrogen N (total),2021,2021,t,1632900,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3102,Nutrient nitrogen N (total),2021,2021,t,476117.89,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3102,Nutrient nitrogen N (total),2021,2021,t,2050844.8,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3102,Nutrient nitrogen N (total),2021,2021,t,206292,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2021,2021,kg/ha,99.18,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3102,Nutrient nitrogen N (total),2021,2021,kg/cap,11.63,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3102,Nutrient nitrogen N (total),2022,2022,t,1632900,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3102,Nutrient nitrogen N (total),2022,2022,t,403335.14,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3102,Nutrient nitrogen N (total),2022,2022,t,1291319.33,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3102,Nutrient nitrogen N (total),2022,2022,t,184224,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3102,Nutrient nitrogen N (total),2022,2022,kg/ha,88.4,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3102,Nutrient nitrogen N (total),2022,2022,kg/cap,10.29,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3103,Nutrient phosphate P2O5 (total),2010,2010,t,136681,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2010,2010,t,89110.4,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2010,2010,t,202543.62,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2010,2010,t,30728,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2010,2010,kg/ha,26.11,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2010,2010,kg/cap,1.83,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3103,Nutrient phosphate P2O5 (total),2011,2011,t,122534,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2011,2011,t,180868.2,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2011,2011,t,289861.34,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2011,2011,t,14945,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2011,2011,kg/ha,12.9,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2011,2011,kg/cap,0.89,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3103,Nutrient phosphate P2O5 (total),2012,2012,t,112500,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2012,2012,t,180863.43,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2012,2012,t,334055.08,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2012,2012,t,23000,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2012,2012,kg/ha,19.77,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2012,2012,kg/cap,1.36,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3103,Nutrient phosphate P2O5 (total),2013,2013,t,100193,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2013,2013,t,184621.33,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2013,2013,t,405195.83,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2013,2013,t,9107,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2013,2013,kg/ha,7.63,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2013,2013,kg/cap,0.54,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3103,Nutrient phosphate P2O5 (total),2014,2014,t,113538,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2014,2014,t,244077.95,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2014,2014,t,405474.08,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2014,2014,t,9116,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2014,2014,kg/ha,7.59,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2014,2014,kg/cap,0.54,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3103,Nutrient phosphate P2O5 (total),2015,2015,t,126883,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2015,2015,t,205173.62,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2015,2015,t,375311.49,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2015,2015,t,9125,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2015,2015,kg/ha,7.6,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2015,2015,kg/cap,0.53,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3103,Nutrient phosphate P2O5 (total),2016,2016,t,140228,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2016,2016,t,188268.91,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2016,2016,t,346400.1,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2016,2016,t,14683,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2016,2016,kg/ha,12.4,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2016,2016,kg/cap,0.85,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3103,Nutrient phosphate P2O5 (total),2017,2017,t,13800,X,Figure from international organizations
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2017,2017,t,169157.3,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2017,2017,t,278541.46,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2017,2017,t,12843,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2017,2017,kg/ha,10.75,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2017,2017,kg/cap,0.74,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3103,Nutrient phosphate P2O5 (total),2018,2018,t,9700,X,Figure from international organizations
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2018,2018,t,132842.34,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2018,2018,t,229795.49,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2018,2018,t,12904,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2018,2018,kg/ha,10.97,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2018,2018,kg/cap,0.74,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3103,Nutrient phosphate P2O5 (total),2019,2019,t,10100,X,Figure from international organizations
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2019,2019,t,140111.58,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2019,2019,t,260755.75,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2019,2019,t,11740,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2019,2019,kg/ha,10.07,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2019,2019,kg/cap,0.67,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3103,Nutrient phosphate P2O5 (total),2020,2020,t,14500,X,Figure from international organizations
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2020,2020,t,135341.64,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2020,2020,t,267781.15,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2020,2020,t,13494,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2020,2020,kg/ha,11.65,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2020,2020,kg/cap,0.77,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3103,Nutrient phosphate P2O5 (total),2021,2021,t,14500,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2021,2021,t,153122.22,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2021,2021,t,243509.88,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2021,2021,t,12783,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2021,2021,kg/ha,11.06,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2021,2021,kg/cap,0.72,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3103,Nutrient phosphate P2O5 (total),2022,2022,t,14500,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3103,Nutrient phosphate P2O5 (total),2022,2022,t,91401.07,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3103,Nutrient phosphate P2O5 (total),2022,2022,t,269298.17,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3103,Nutrient phosphate P2O5 (total),2022,2022,t,11303,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3103,Nutrient phosphate P2O5 (total),2022,2022,kg/ha,9.76,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3103,Nutrient phosphate P2O5 (total),2022,2022,kg/cap,0.63,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3104,Nutrient potash K2O (total),2010,2010,t,339722.65,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3104,Nutrient potash K2O (total),2010,2010,t,267703.91,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3104,Nutrient potash K2O (total),2010,2010,t,51268,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3104,Nutrient potash K2O (total),2010,2010,kg/ha,33.89,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3104,Nutrient potash K2O (total),2010,2010,kg/cap,3.06,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3104,Nutrient potash K2O (total),2011,2011,t,561578.29,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3104,Nutrient potash K2O (total),2011,2011,t,319561.82,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3104,Nutrient potash K2O (total),2011,2011,t,21035,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3104,Nutrient potash K2O (total),2011,2011,kg/ha,14.13,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3104,Nutrient potash K2O (total),2011,2011,kg/cap,1.25,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3104,Nutrient potash K2O (total),2012,2012,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3104,Nutrient potash K2O (total),2012,2012,t,667002.18,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3104,Nutrient potash K2O (total),2012,2012,t,429552.46,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3104,Nutrient potash K2O (total),2012,2012,t,39000,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3104,Nutrient potash K2O (total),2012,2012,kg/ha,26.08,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3104,Nutrient potash K2O (total),2012,2012,kg/cap,2.31,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3104,Nutrient potash K2O (total),2013,2013,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3104,Nutrient potash K2O (total),2013,2013,t,661676.5,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3104,Nutrient potash K2O (total),2013,2013,t,407496.83,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3104,Nutrient potash K2O (total),2013,2013,t,28899,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3104,Nutrient potash K2O (total),2013,2013,kg/ha,18.83,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3104,Nutrient potash K2O (total),2013,2013,kg/cap,1.7,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3104,Nutrient potash K2O (total),2014,2014,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3104,Nutrient potash K2O (total),2014,2014,t,798144.56,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3104,Nutrient potash K2O (total),2014,2014,t,452319.91,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3104,Nutrient potash K2O (total),2014,2014,t,28208,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3104,Nutrient potash K2O (total),2014,2014,kg/ha,18.26,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3104,Nutrient potash K2O (total),2014,2014,kg/cap,1.66,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3104,Nutrient potash K2O (total),2015,2015,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3104,Nutrient potash K2O (total),2015,2015,t,743461.02,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3104,Nutrient potash K2O (total),2015,2015,t,469883.15,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3104,Nutrient potash K2O (total),2015,2015,t,27518,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3104,Nutrient potash K2O (total),2015,2015,kg/ha,17.84,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3104,Nutrient potash K2O (total),2015,2015,kg/cap,1.61,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3104,Nutrient potash K2O (total),2016,2016,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3104,Nutrient potash K2O (total),2016,2016,t,710847.88,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3104,Nutrient potash K2O (total),2016,2016,t,468008.29,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3104,Nutrient potash K2O (total),2016,2016,t,61094,A,Official figure
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5159,Use per area of cropland,3104,Nutrient potash K2O (total),2016,2016,kg/ha,40.12,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5172,Use per capita,3104,Nutrient potash K2O (total),2016,2016,kg/cap,3.55,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5510,Production,3104,Nutrient potash K2O (total),2017,2017,t,0,E,Estimated value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5610,Import quantity,3104,Nutrient potash K2O (total),2017,2017,t,691347.25,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5910,Export quantity,3104,Nutrient potash K2O (total),2017,2017,t,486936.33,I,Imputed value
RFN,Fertilizers by Nutrient,528,Netherlands (Kingdom of the),5157,Agricultural Use,3104,Nutrient potash K2O (total),2017,2017,t,64103,A,Official figure
